env_1_1,env_1_2,env_1_3,env_1_4,env_1_5,env_1_6,env_1_7,env_1_8,env_1_9,env_1_10,env_1_11,env_1_12,env_1_13,env_1_14,env_1_15,env_1_16,env_1_17,env_1_18,env_1_19,env_1_20,env_1_21,env_1_22,env_1_23,env_1_24,env_1_25,env_1_26
-0.21355924259467568,-0.1453177727784027,-0.08152105986751657,-0.10426821647294089,-0.2073022122234721,-0.04203380827396575,-0.03455818022747157,-0.08917635295588051,-0.017232220972378445,0.16365923009623798,0.1961707911511061,0.27100518685164354,0.27971503562054745,0.41892419697537814,0.39896575428071496,0.36257186601674796,0.35048743907011626,0.3655636795400575,0.362939007624047,0.3279746281714786,0.2995719285089364,0.253616735408074,0.17770434945631794,0.10017497812773403,0.04989220097487816,0.030293088363954508
-0.203177727784027,-0.16258123984501938,-0.07198318960129985,-0.08739532558430198,-0.2268857017872766,-0.04892357205349331,-0.0377687164104487,-0.06612454693163354,-0.028746406699162598,0.15024684414448197,0.19688163979502563,0.2565226221722285,0.2800665541807274,0.4076834145731784,0.40336364204474445,0.36129858767654044,0.3511357955255593,0.368610173728284,0.37153168353955757,0.321787901512311,0.3164916885389326,0.24618016497937759,0.18016497937757778,0.11400918635170604,0.04605674290713662,0.0359095738032746
-0.1883670791151106,-0.18368016497937759,-0.06125015623047119,-0.07224096987876516,-0.23386920384951881,-0.06531996000499937,-0.04282277215348082,-0.04222128483939507,-0.0431899137607799,0.14373203349581304,0.1928040244969379,0.24611767279090116,0.28200381202349706,0.3950443694538183,0.408480189976253,0.35993157105361834,0.3503233970753656,0.37036776652918385,0.3771403574553181,0.31996781652293466,0.32795900512435944,0.23820459942507186,0.18653137107861514,0.12679665041869764,0.05084520684914387,0.03194913135858019
-0.16757280339957506,-0.2045838020247469,-0.05930508686414198,-0.06279683789526311,-0.23261154855643046,-0.0834426946631671,-0.027973065866766667,-0.035753343332083486,-0.06608548931383577,0.13939663792026,0.18796087989001375,0.24610204974378205,0.2739188851393576,0.386623547056618,0.4139873140857393,0.3623375203099613,0.3468785151856018,0.36789932508436446,0.3809367579052619,0.3203427696537933,0.33591894763154606,0.2312992125984252,0.19673322084739406,0.1370063117110361,0.062218785151856026,0.019817835270591194
-0.15082489688788903,-0.21460598675165604,-0.0672103487064117,-0.0431742907136608,-0.23520497437820273,-0.09158230221222347,-0.02411417322834647,-0.031933508311461065,-0.08777809023872016,0.13281933508311464,0.1802196600424947,0.25339801274840645,0.26049087614048244,0.38162417197850274,0.42325959255093115,0.3642122859642545,0.34664416947881516,0.3607986501687289,0.37967910261217347,0.3229127609048869,0.3398715785526809,0.23305680539932508,0.20247469066366705,0.14625515560554928,0.07433445819272592,0.005882077240344975
-0.13569397575303088,-0.22066772903387077,-0.0765607424071991,-0.023247094113235858,-0.2339941882264717,-0.0961129858767654,-0.028004311961004887,-0.031144544431946003,-0.10073740782402199,0.12661698537682792,0.1700334333208349,0.25870203724534435,0.24684414448193975,0.3778590176227972,0.4336957880264967,0.36750874890638674,0.3481830396200475,0.3518153980752406,0.3772419072615923,0.3230221222347207,0.3430039995000625,0.23474409448818898,0.21300462442194726,0.15141076115485563,0.08601268591426073,-9.530058742657063e-4
-0.11513404574428197,-0.22465160604924383,-0.0888482689663792,-0.013115548056492945,-0.22944788151481066,-0.09980783652043494,-0.03619078865141858,-0.025887389076365452,-0.111095488063992,0.12025059367579054,0.15885514310711163,0.26254530683664545,0.2442819647544057,0.367047869016373,0.4401559180102487,0.3698834520684915,0.3515185601799775,0.3488079615048119,0.36996156730408697,0.3251156105486815,0.344855330583677,0.23629858767654044,0.22153480814898138,0.15179352580927383,0.09857361579802526,-0.002038807649043858
-0.08480971128608925,-0.2415713660792401,-0.08791869766279214,-0.019450693663292103,-0.22225346831646045,-0.10379952505936758,-0.04454130733658294,-0.019013248343957,-0.11579802524684414,0.10676009248843896,0.15669916260467442,0.25813179602549685,0.25107799025121863,0.3520653668291464,0.44258530183727035,0.37229721284839395,0.3541510436195476,0.34706599175103114,0.36397012873390827,0.3281855393075866,0.34667541557305337,0.23822022247219096,0.229143232095988,0.14962192225971752,0.11148606424196977,-0.004030746156730404
-0.05578208973878266,-0.2622640919885014,-0.08492688413948256,-0.02491876015498064,-0.21604330708661418,-0.10507280339957506,-0.049720347456567934,-0.021270778652668413,-0.1139466941632296,0.0893169603799525,0.1674478190226222,0.24512560929883767,0.26008467691538556,0.33568460192475946,0.4421634795650544,0.375632733408324,0.358041182352206,0.3454411948506437,0.3592285339332583,0.33271622297212855,0.34610517435320587,0.2398997000374953,0.2348456442944632,0.1486845394325709,0.12535151856018,-0.004975940507436565
-0.03325365579302588,-0.26538870141232346,-0.09232439695038121,-0.03449568803899513,-0.1988345206849144,-0.11573553305836771,-0.051634170728658925,-0.029355705536807903,-0.11040026246719159,0.07214723159605049,0.17589988751406077,0.23547056617922763,0.26671666041744785,0.32207692788401454,0.4404293213348332,0.38021028621422326,0.36098612673415825,0.34184008248968883,0.35766622922134733,0.33991063617047873,0.34266029246344204,0.23893107111611048,0.24248531433570802,0.15041869766279214,0.1377405949256343,-0.0017654043244594378
-0.009241032370953648,-0.25729596300462443,-0.0981986626671666,-0.055454005749281346,-0.17307211598550182,-0.13439726284214473,-0.05161073615798025,-0.03111329833770779,-0.11525903012123484,0.05857861517310337,0.1810711161104862,0.22719816272965881,0.2709661292338458,0.31346862892138483,0.43557055368078995,0.38488938882639673,0.3620016247969004,0.33844988126484193,0.360884576927884,0.34662073490813655,0.33700474940632424,0.2375406199225097,0.25325740532433444,0.16419822522184724,0.13297556555430573,0.011467316585426827
0.007155355580552422,-0.24357892763404576,-0.10954099487564053,-0.06590582427196602,-0.15480096237970253,-0.14927821522309712,-0.046892575928009,-0.03037120359955006,-0.11957880264966879,0.041908823897012885,0.18330521184851895,0.21731658542682167,0.2746297337832771,0.3062664041994751,0.4295322459692539,0.38853737032870894,0.36181414823147107,0.3392857142857143,0.3618922634670666,0.3522372203474566,0.33424728158980127,0.24956255468066493,0.255319647544057,0.17621234845644293,0.1188679540057493,0.02449693788276466
0.01924759405074365,-0.23255686789151356,-0.12265654293213347,-0.06922572178477691,-0.13957630296212975,-0.163237407824022,-0.04285401824771904,-0.03243344581927259,-0.11493875765529309,0.022747156605424333,0.17799337582802152,0.20734126984126985,0.2768560179977503,0.2986501687289089,0.4250640544931884,0.39173228346456695,0.36022059742532186,0.3451599800024997,0.36322803399575054,0.3542760279965005,0.3335911136107987,0.2646856642919635,0.25649918760154977,0.18036026746656666,0.10561179852518436,0.036557930258717675
0.03342550931133608,-0.22265185601799775,-0.13272559680039994,-0.08067741532308462,-0.11939913760779904,-0.18497687789026374,-0.0410886139232596,-0.03405824271966005,-0.1058305211848519,0.0018825771778527805,0.17348612673415825,0.1968191476065492,0.27984783152105985,0.28706567929008875,0.4229940007499063,0.3953568303962005,0.36080646169228847,0.3498312710911136,0.3628999500062492,0.358463004624422,0.3317632170978628,0.2806055493063367,0.25746781652293466,0.17956349206349204,0.09344144481939758,0.05164979377577805
0.04787682789651293,-0.21355924259467568,-0.1453177727784027,-0.08152105986751657,-0.10426821647294089,-0.2073022122234721,-0.04203380827396575,-0.03455818022747157,-0.08917635295588051,-0.017232220972378445,0.16365923009623798,0.1961707911511061,0.27100518685164354,0.27971503562054745,0.41892419697537814,0.39896575428071496,0.36257186601674796,0.35048743907011626,0.3655636795400575,0.362939007624047,0.3279746281714786,0.2995719285089364,0.253616735408074,0.17770434945631794,0.10017497812773403,0.04989220097487816
0.05589926259217597,-0.203177727784027,-0.16258123984501938,-0.07198318960129985,-0.08739532558430198,-0.2268857017872766,-0.04892357205349331,-0.0377687164104487,-0.06612454693163354,-0.028746406699162598,0.15024684414448197,0.19688163979502563,0.2565226221722285,0.2800665541807274,0.4076834145731784,0.40336364204474445,0.36129858767654044,0.3511357955255593,0.368610173728284,0.37153168353955757,0.321787901512311,0.3164916885389326,0.24618016497937759,0.18016497937757778,0.11400918635170604,0.04605674290713662
0.06093769528808899,-0.1883670791151106,-0.18368016497937759,-0.06125015623047119,-0.07224096987876516,-0.23386920384951881,-0.06531996000499937,-0.04282277215348082,-0.04222128483939507,-0.0431899137607799,0.14373203349581304,0.1928040244969379,0.24611767279090116,0.28200381202349706,0.3950443694538183,0.408480189976253,0.35993157105361834,0.3503233970753656,0.37036776652918385,0.3771403574553181,0.31996781652293466,0.32795900512435944,0.23820459942507186,0.18653137107861514,0.12679665041869764,0.05084520684914387
0.06964754405699287,-0.16757280339957506,-0.2045838020247469,-0.05930508686414198,-0.06279683789526311,-0.23261154855643046,-0.0834426946631671,-0.027973065866766667,-0.035753343332083486,-0.06608548931383577,0.13939663792026,0.18796087989001375,0.24610204974378205,0.2739188851393576,0.386623547056618,0.4139873140857393,0.3623375203099613,0.3468785151856018,0.36789932508436446,0.3809367579052619,0.3203427696537933,0.33591894763154606,0.2312992125984252,0.19673322084739406,0.1370063117110361,0.062218785151856026
0.081513248343957,-0.15082489688788903,-0.21460598675165604,-0.0672103487064117,-0.0431742907136608,-0.23520497437820273,-0.09158230221222347,-0.02411417322834647,-0.031933508311461065,-0.08777809023872016,0.13281933508311464,0.1802196600424947,0.25339801274840645,0.26049087614048244,0.38162417197850274,0.42325959255093115,0.3642122859642545,0.34664416947881516,0.3607986501687289,0.37967910261217347,0.3229127609048869,0.3398715785526809,0.23305680539932508,0.20247469066366705,0.14625515560554928,0.07433445819272592
0.08987939007624048,-0.13569397575303088,-0.22066772903387077,-0.0765607424071991,-0.023247094113235858,-0.2339941882264717,-0.0961129858767654,-0.028004311961004887,-0.031144544431946003,-0.10073740782402199,0.12661698537682792,0.1700334333208349,0.25870203724534435,0.24684414448193975,0.3778590176227972,0.4336957880264967,0.36750874890638674,0.3481830396200475,0.3518153980752406,0.3772419072615923,0.3230221222347207,0.3430039995000625,0.23474409448818898,0.21300462442194726,0.15141076115485563,0.08601268591426073
0.08978565179352581,-0.11513404574428197,-0.22465160604924383,-0.0888482689663792,-0.013115548056492945,-0.22944788151481066,-0.09980783652043494,-0.03619078865141858,-0.025887389076365452,-0.111095488063992,0.12025059367579054,0.15885514310711163,0.26254530683664545,0.2442819647544057,0.367047869016373,0.4401559180102487,0.3698834520684915,0.3515185601799775,0.3488079615048119,0.36996156730408697,0.3251156105486815,0.344855330583677,0.23629858767654044,0.22153480814898138,0.15179352580927383,0.09857361579802526
0.0822944006999125,-0.08480971128608925,-0.2415713660792401,-0.08791869766279214,-0.019450693663292103,-0.22225346831646045,-0.10379952505936758,-0.04454130733658294,-0.019013248343957,-0.11579802524684414,0.10676009248843896,0.15669916260467442,0.25813179602549685,0.25107799025121863,0.3520653668291464,0.44258530183727035,0.37229721284839395,0.3541510436195476,0.34706599175103114,0.36397012873390827,0.3281855393075866,0.34667541557305337,0.23822022247219096,0.229143232095988,0.14962192225971752,0.11148606424196977
0.07349081364829396,-0.05578208973878266,-0.2622640919885014,-0.08492688413948256,-0.02491876015498064,-0.21604330708661418,-0.10507280339957506,-0.049720347456567934,-0.021270778652668413,-0.1139466941632296,0.0893169603799525,0.1674478190226222,0.24512560929883767,0.26008467691538556,0.33568460192475946,0.4421634795650544,0.375632733408324,0.358041182352206,0.3454411948506437,0.3592285339332583,0.33271622297212855,0.34610517435320587,0.2398997000374953,0.2348456442944632,0.1486845394325709,0.12535151856018
0.07047556555430572,-0.03325365579302588,-0.26538870141232346,-0.09232439695038121,-0.03449568803899513,-0.1988345206849144,-0.11573553305836771,-0.051634170728658925,-0.029355705536807903,-0.11040026246719159,0.07214723159605049,0.17589988751406077,0.23547056617922763,0.26671666041744785,0.32207692788401454,0.4404293213348332,0.38021028621422326,0.36098612673415825,0.34184008248968883,0.35766622922134733,0.33991063617047873,0.34266029246344204,0.23893107111611048,0.24248531433570802,0.15041869766279214,0.1377405949256343
0.06602299712535933,-0.009241032370953648,-0.25729596300462443,-0.0981986626671666,-0.055454005749281346,-0.17307211598550182,-0.13439726284214473,-0.05161073615798025,-0.03111329833770779,-0.11525903012123484,0.05857861517310337,0.1810711161104862,0.22719816272965881,0.2709661292338458,0.31346862892138483,0.43557055368078995,0.38488938882639673,0.3620016247969004,0.33844988126484193,0.360884576927884,0.34662073490813655,0.33700474940632424,0.2375406199225097,0.25325740532433444,0.16419822522184724,0.13297556555430573
0.06986626671666042,0.007155355580552422,-0.24357892763404576,-0.10954099487564053,-0.06590582427196602,-0.15480096237970253,-0.14927821522309712,-0.046892575928009,-0.03037120359955006,-0.11957880264966879,0.041908823897012885,0.18330521184851895,0.21731658542682167,0.2746297337832771,0.3062664041994751,0.4295322459692539,0.38853737032870894,0.36181414823147107,0.3392857142857143,0.3618922634670666,0.3522372203474566,0.33424728158980127,0.24956255468066493,0.255319647544057,0.17621234845644293,0.1188679540057493
0.08073990751156106,0.01924759405074365,-0.23255686789151356,-0.12265654293213347,-0.06922572178477691,-0.13957630296212975,-0.163237407824022,-0.04285401824771904,-0.03243344581927259,-0.11493875765529309,0.022747156605424333,0.17799337582802152,0.20734126984126985,0.2768560179977503,0.2986501687289089,0.4250640544931884,0.39173228346456695,0.36022059742532186,0.3451599800024997,0.36322803399575054,0.3542760279965005,0.3335911136107987,0.2646856642919635,0.25649918760154977,0.18036026746656666,0.10561179852518436
0.10085458067741532,0.03342550931133608,-0.22265185601799775,-0.13272559680039994,-0.08067741532308462,-0.11939913760779904,-0.18497687789026374,-0.0410886139232596,-0.03405824271966005,-0.1058305211848519,0.0018825771778527805,0.17348612673415825,0.1968191476065492,0.27984783152105985,0.28706567929008875,0.4229940007499063,0.3953568303962005,0.36080646169228847,0.3498312710911136,0.3628999500062492,0.358463004624422,0.3317632170978628,0.2806055493063367,0.25746781652293466,0.17956349206349204,0.09344144481939758
0.11475128108986377,0.04787682789651293,-0.21355924259467568,-0.1453177727784027,-0.08152105986751657,-0.10426821647294089,-0.2073022122234721,-0.04203380827396575,-0.03455818022747157,-0.08917635295588051,-0.017232220972378445,0.16365923009623798,0.1961707911511061,0.27100518685164354,0.27971503562054745,0.41892419697537814,0.39896575428071496,0.36257186601674796,0.35048743907011626,0.3655636795400575,0.362939007624047,0.3279746281714786,0.2995719285089364,0.253616735408074,0.17770434945631794,0.10017497812773403
0.10954880639920009,0.05589926259217597,-0.203177727784027,-0.16258123984501938,-0.07198318960129985,-0.08739532558430198,-0.2268857017872766,-0.04892357205349331,-0.0377687164104487,-0.06612454693163354,-0.028746406699162598,0.15024684414448197,0.19688163979502563,0.2565226221722285,0.2800665541807274,0.4076834145731784,0.40336364204474445,0.36129858767654044,0.3511357955255593,0.368610173728284,0.37153168353955757,0.321787901512311,0.3164916885389326,0.24618016497937759,0.18016497937757778,0.11400918635170604
0.10262779652543431,0.06093769528808899,-0.1883670791151106,-0.18368016497937759,-0.06125015623047119,-0.07224096987876516,-0.23386920384951881,-0.06531996000499937,-0.04282277215348082,-0.04222128483939507,-0.0431899137607799,0.14373203349581304,0.1928040244969379,0.24611767279090116,0.28200381202349706,0.3950443694538183,0.408480189976253,0.35993157105361834,0.3503233970753656,0.37036776652918385,0.3771403574553181,0.31996781652293466,0.32795900512435944,0.23820459942507186,0.18653137107861514,0.12679665041869764
0.10219035120609923,0.06964754405699287,-0.16757280339957506,-0.2045838020247469,-0.05930508686414198,-0.06279683789526311,-0.23261154855643046,-0.0834426946631671,-0.027973065866766667,-0.035753343332083486,-0.06608548931383577,0.13939663792026,0.18796087989001375,0.24610204974378205,0.2739188851393576,0.386623547056618,0.4139873140857393,0.3623375203099613,0.3468785151856018,0.36789932508436446,0.3809367579052619,0.3203427696537933,0.33591894763154606,0.2312992125984252,0.19673322084739406,0.1370063117110361
0.10783808273965755,0.081513248343957,-0.15082489688788903,-0.21460598675165604,-0.0672103487064117,-0.0431742907136608,-0.23520497437820273,-0.09158230221222347,-0.02411417322834647,-0.031933508311461065,-0.08777809023872016,0.13281933508311464,0.1802196600424947,0.25339801274840645,0.26049087614048244,0.38162417197850274,0.42325959255093115,0.3642122859642545,0.34664416947881516,0.3607986501687289,0.37967910261217347,0.3229127609048869,0.3398715785526809,0.23305680539932508,0.20247469066366705,0.14625515560554928
0.1190554305711786,0.08987939007624048,-0.13569397575303088,-0.22066772903387077,-0.0765607424071991,-0.023247094113235858,-0.2339941882264717,-0.0961129858767654,-0.028004311961004887,-0.031144544431946003,-0.10073740782402199,0.12661698537682792,0.1700334333208349,0.25870203724534435,0.24684414448193975,0.3778590176227972,0.4336957880264967,0.36750874890638674,0.3481830396200475,0.3518153980752406,0.3772419072615923,0.3230221222347207,0.3430039995000625,0.23474409448818898,0.21300462442194726,0.15141076115485563
0.13765466816647917,0.08978565179352581,-0.11513404574428197,-0.22465160604924383,-0.0888482689663792,-0.013115548056492945,-0.22944788151481066,-0.09980783652043494,-0.03619078865141858,-0.025887389076365452,-0.111095488063992,0.12025059367579054,0.15885514310711163,0.26254530683664545,0.2442819647544057,0.367047869016373,0.4401559180102487,0.3698834520684915,0.3515185601799775,0.3488079615048119,0.36996156730408697,0.3251156105486815,0.344855330583677,0.23629858767654044,0.22153480814898138,0.15179352580927383
0.1500984251968504,0.0822944006999125,-0.08480971128608925,-0.2415713660792401,-0.08791869766279214,-0.019450693663292103,-0.22225346831646045,-0.10379952505936758,-0.04454130733658294,-0.019013248343957,-0.11579802524684414,0.10676009248843896,0.15669916260467442,0.25813179602549685,0.25107799025121863,0.3520653668291464,0.44258530183727035,0.37229721284839395,0.3541510436195476,0.34706599175103114,0.36397012873390827,0.3281855393075866,0.34667541557305337,0.23822022247219096,0.229143232095988,0.14962192225971752
0.1629405699287589,0.07349081364829396,-0.05578208973878266,-0.2622640919885014,-0.08492688413948256,-0.02491876015498064,-0.21604330708661418,-0.10507280339957506,-0.049720347456567934,-0.021270778652668413,-0.1139466941632296,0.0893169603799525,0.1674478190226222,0.24512560929883767,0.26008467691538556,0.33568460192475946,0.4421634795650544,0.375632733408324,0.358041182352206,0.3454411948506437,0.3592285339332583,0.33271622297212855,0.34610517435320587,0.2398997000374953,0.2348456442944632,0.1486845394325709
0.17448600174978127,0.07047556555430572,-0.03325365579302588,-0.26538870141232346,-0.09232439695038121,-0.03449568803899513,-0.1988345206849144,-0.11573553305836771,-0.051634170728658925,-0.029355705536807903,-0.11040026246719159,0.07214723159605049,0.17589988751406077,0.23547056617922763,0.26671666041744785,0.32207692788401454,0.4404293213348332,0.38021028621422326,0.36098612673415825,0.34184008248968883,0.35766622922134733,0.33991063617047873,0.34266029246344204,0.23893107111611048,0.24248531433570802,0.15041869766279214
0.1801102987126609,0.06602299712535933,-0.009241032370953648,-0.25729596300462443,-0.0981986626671666,-0.055454005749281346,-0.17307211598550182,-0.13439726284214473,-0.05161073615798025,-0.03111329833770779,-0.11525903012123484,0.05857861517310337,0.1810711161104862,0.22719816272965881,0.2709661292338458,0.31346862892138483,0.43557055368078995,0.38488938882639673,0.3620016247969004,0.33844988126484193,0.360884576927884,0.34662073490813655,0.33700474940632424,0.2375406199225097,0.25325740532433444,0.16419822522184724
0.17740751156105486,0.06986626671666042,0.007155355580552422,-0.24357892763404576,-0.10954099487564053,-0.06590582427196602,-0.15480096237970253,-0.14927821522309712,-0.046892575928009,-0.03037120359955006,-0.11957880264966879,0.041908823897012885,0.18330521184851895,0.21731658542682167,0.2746297337832771,0.3062664041994751,0.4295322459692539,0.38853737032870894,0.36181414823147107,0.3392857142857143,0.3618922634670666,0.3522372203474566,0.33424728158980127,0.24956255468066493,0.255319647544057,0.17621234845644293
0.17351737282839644,0.08073990751156106,0.01924759405074365,-0.23255686789151356,-0.12265654293213347,-0.06922572178477691,-0.13957630296212975,-0.163237407824022,-0.04285401824771904,-0.03243344581927259,-0.11493875765529309,0.022747156605424333,0.17799337582802152,0.20734126984126985,0.2768560179977503,0.2986501687289089,0.4250640544931884,0.39173228346456695,0.36022059742532186,0.3451599800024997,0.36322803399575054,0.3542760279965005,0.3335911136107987,0.2646856642919635,0.25649918760154977,0.18036026746656666
0.1710411198600175,0.10085458067741532,0.03342550931133608,-0.22265185601799775,-0.13272559680039994,-0.08067741532308462,-0.11939913760779904,-0.18497687789026374,-0.0410886139232596,-0.03405824271966005,-0.1058305211848519,0.0018825771778527805,0.17348612673415825,0.1968191476065492,0.27984783152105985,0.28706567929008875,0.4229940007499063,0.3953568303962005,0.36080646169228847,0.3498312710911136,0.3628999500062492,0.358463004624422,0.3317632170978628,0.2806055493063367,0.25746781652293466,0.17956349206349204
0.1720644294463192,0.11475128108986377,0.04787682789651293,-0.21355924259467568,-0.1453177727784027,-0.08152105986751657,-0.10426821647294089,-0.2073022122234721,-0.04203380827396575,-0.03455818022747157,-0.08917635295588051,-0.017232220972378445,0.16365923009623798,0.1961707911511061,0.27100518685164354,0.27971503562054745,0.41892419697537814,0.39896575428071496,0.36257186601674796,0.35048743907011626,0.3655636795400575,0.362939007624047,0.3279746281714786,0.2995719285089364,0.253616735408074,0.17770434945631794
0.187289088863892,0.10954880639920009,0.05589926259217597,-0.203177727784027,-0.16258123984501938,-0.07198318960129985,-0.08739532558430198,-0.2268857017872766,-0.04892357205349331,-0.0377687164104487,-0.06612454693163354,-0.028746406699162598,0.15024684414448197,0.19688163979502563,0.2565226221722285,0.2800665541807274,0.4076834145731784,0.40336364204474445,0.36129858767654044,0.3511357955255593,0.368610173728284,0.37153168353955757,0.321787901512311,0.3164916885389326,0.24618016497937759,0.18016497937757778
0.2024121984751906,0.10262779652543431,0.06093769528808899,-0.1883670791151106,-0.18368016497937759,-0.06125015623047119,-0.07224096987876516,-0.23386920384951881,-0.06531996000499937,-0.04282277215348082,-0.04222128483939507,-0.0431899137607799,0.14373203349581304,0.1928040244969379,0.24611767279090116,0.28200381202349706,0.3950443694538183,0.408480189976253,0.35993157105361834,0.3503233970753656,0.37036776652918385,0.3771403574553181,0.31996781652293466,0.32795900512435944,0.23820459942507186,0.18653137107861514
0.20308398950131232,0.10219035120609923,0.06964754405699287,-0.16757280339957506,-0.2045838020247469,-0.05930508686414198,-0.06279683789526311,-0.23261154855643046,-0.0834426946631671,-0.027973065866766667,-0.035753343332083486,-0.06608548931383577,0.13939663792026,0.18796087989001375,0.24610204974378205,0.2739188851393576,0.386623547056618,0.4139873140857393,0.3623375203099613,0.3468785151856018,0.36789932508436446,0.3809367579052619,0.3203427696537933,0.33591894763154606,0.2312992125984252,0.19673322084739406
0.19268685164354454,0.10783808273965755,0.081513248343957,-0.15082489688788903,-0.21460598675165604,-0.0672103487064117,-0.0431742907136608,-0.23520497437820273,-0.09158230221222347,-0.02411417322834647,-0.031933508311461065,-0.08777809023872016,0.13281933508311464,0.1802196600424947,0.25339801274840645,0.26049087614048244,0.38162417197850274,0.42325959255093115,0.3642122859642545,0.34664416947881516,0.3607986501687289,0.37967910261217347,0.3229127609048869,0.3398715785526809,0.23305680539932508,0.20247469066366705
0.1781652293463317,0.1190554305711786,0.08987939007624048,-0.13569397575303088,-0.22066772903387077,-0.0765607424071991,-0.023247094113235858,-0.2339941882264717,-0.0961129858767654,-0.028004311961004887,-0.031144544431946003,-0.10073740782402199,0.12661698537682792,0.1700334333208349,0.25870203724534435,0.24684414448193975,0.3778590176227972,0.4336957880264967,0.36750874890638674,0.3481830396200475,0.3518153980752406,0.3772419072615923,0.3230221222347207,0.3430039995000625,0.23474409448818898,0.21300462442194726
0.1588395200599925,0.13765466816647917,0.08978565179352581,-0.11513404574428197,-0.22465160604924383,-0.0888482689663792,-0.013115548056492945,-0.22944788151481066,-0.09980783652043494,-0.03619078865141858,-0.025887389076365452,-0.111095488063992,0.12025059367579054,0.15885514310711163,0.26254530683664545,0.2442819647544057,0.367047869016373,0.4401559180102487,0.3698834520684915,0.3515185601799775,0.3488079615048119,0.36996156730408697,0.3251156105486815,0.344855330583677,0.23629858767654044,0.22153480814898138
0.15789432570928633,0.1500984251968504,0.0822944006999125,-0.08480971128608925,-0.2415713660792401,-0.08791869766279214,-0.019450693663292103,-0.22225346831646045,-0.10379952505936758,-0.04454130733658294,-0.019013248343957,-0.11579802524684414,0.10676009248843896,0.15669916260467442,0.25813179602549685,0.25107799025121863,0.3520653668291464,0.44258530183727035,0.37229721284839395,0.3541510436195476,0.34706599175103114,0.36397012873390827,0.3281855393075866,0.34667541557305337,0.23822022247219096,0.229143232095988
0.16074553180852394,0.1629405699287589,0.07349081364829396,-0.05578208973878266,-0.2622640919885014,-0.08492688413948256,-0.02491876015498064,-0.21604330708661418,-0.10507280339957506,-0.049720347456567934,-0.021270778652668413,-0.1139466941632296,0.0893169603799525,0.1674478190226222,0.24512560929883767,0.26008467691538556,0.33568460192475946,0.4421634795650544,0.375632733408324,0.358041182352206,0.3454411948506437,0.3592285339332583,0.33271622297212855,0.34610517435320587,0.2398997000374953,0.2348456442944632
0.15819116360454943,0.17448600174978127,0.07047556555430572,-0.03325365579302588,-0.26538870141232346,-0.09232439695038121,-0.03449568803899513,-0.1988345206849144,-0.11573553305836771,-0.051634170728658925,-0.029355705536807903,-0.11040026246719159,0.07214723159605049,0.17589988751406077,0.23547056617922763,0.26671666041744785,0.32207692788401454,0.4404293213348332,0.38021028621422326,0.36098612673415825,0.34184008248968883,0.35766622922134733,0.33991063617047873,0.34266029246344204,0.23893107111611048,0.24248531433570802
0.15396512935883014,0.1801102987126609,0.06602299712535933,-0.009241032370953648,-0.25729596300462443,-0.0981986626671666,-0.055454005749281346,-0.17307211598550182,-0.13439726284214473,-0.05161073615798025,-0.03111329833770779,-0.11525903012123484,0.05857861517310337,0.1810711161104862,0.22719816272965881,0.2709661292338458,0.31346862892138483,0.43557055368078995,0.38488938882639673,0.3620016247969004,0.33844988126484193,0.360884576927884,0.34662073490813655,0.33700474940632424,0.2375406199225097,0.25325740532433444
0.1502702787151606,0.17740751156105486,0.06986626671666042,0.007155355580552422,-0.24357892763404576,-0.10954099487564053,-0.06590582427196602,-0.15480096237970253,-0.14927821522309712,-0.046892575928009,-0.03037120359955006,-0.11957880264966879,0.041908823897012885,0.18330521184851895,0.21731658542682167,0.2746297337832771,0.3062664041994751,0.4295322459692539,0.38853737032870894,0.36181414823147107,0.3392857142857143,0.3618922634670666,0.3522372203474566,0.33424728158980127,0.24956255468066493,0.255319647544057
0.15139513810773653,0.17351737282839644,0.08073990751156106,0.01924759405074365,-0.23255686789151356,-0.12265654293213347,-0.06922572178477691,-0.13957630296212975,-0.163237407824022,-0.04285401824771904,-0.03243344581927259,-0.11493875765529309,0.022747156605424333,0.17799337582802152,0.20734126984126985,0.2768560179977503,0.2986501687289089,0.4250640544931884,0.39173228346456695,0.36022059742532186,0.3451599800024997,0.36322803399575054,0.3542760279965005,0.3335911136107987,0.2646856642919635,0.25649918760154977
0.14928602674665667,0.1710411198600175,0.10085458067741532,0.03342550931133608,-0.22265185601799775,-0.13272559680039994,-0.08067741532308462,-0.11939913760779904,-0.18497687789026374,-0.0410886139232596,-0.03405824271966005,-0.1058305211848519,0.0018825771778527805,0.17348612673415825,0.1968191476065492,0.27984783152105985,0.28706567929008875,0.4229940007499063,0.3953568303962005,0.36080646169228847,0.3498312710911136,0.3628999500062492,0.358463004624422,0.3317632170978628,0.2806055493063367,0.25746781652293466
0.1436148606424197,0.1720644294463192,0.11475128108986377,0.04787682789651293,-0.21355924259467568,-0.1453177727784027,-0.08152105986751657,-0.10426821647294089,-0.2073022122234721,-0.04203380827396575,-0.03455818022747157,-0.08917635295588051,-0.017232220972378445,0.16365923009623798,0.1961707911511061,0.27100518685164354,0.27971503562054745,0.41892419697537814,0.39896575428071496,0.36257186601674796,0.35048743907011626,0.3655636795400575,0.362939007624047,0.3279746281714786,0.2995719285089364,0.253616735408074
